WaveLength,Module1,Min%, Max%, Modue2,Min%, Max%
848,371.6177,-5.00,5.00,381.1585,-5.00,5.00,
849,361.6073,-5.00,5.00,364.9263,-5.00,5.00,
850,354.8897,-5.00,5.00,357.9146,-5.00,5.00,
851,343.5482,-5.00,5.00,350.7196,-5.00,5.00,
852,336.5236,-5.00,5.00,336.5254,-5.00,5.00,
853,329.8471,-5.00,5.00,332.7281,-5.00,5.00,
854,320.7513,-5.00,5.00,330.1076,-5.00,5.00,
855,319.0982,-5.00,5.00,327.6971,-5.00,5.00,
856,317.1837,-5.00,5.00,320.6140,-5.00,5.00,
857,311.2827,-5.00,5.00,317.2743,-5.00,5.00,
858,308.0397,-5.00,5.00,315.3083,-5.00,5.00,
859,307.1296,-5.00,5.00,315.2632,-5.00,5.00,
860,307.7381,-5.00,5.00,315.7898,-5.00,5.00,
861,309.1661,-5.00,5.00,314.0343,-5.00,5.00,
862,308.1906,-5.00,5.00,313.3471,-5.00,5.00,
863,306.8479,-5.00,5.00,314.6061,-5.00,5.00,
864,310.7750,-5.00,5.00,317.6555,-5.00,5.00,
865,315.0427,-5.00,5.00,321.1504,-5.00,5.00,
866,319.1736,-5.00,5.00,326.6747,-5.00,5.00,
867,323.2430,-5.00,5.00,328.8398,-5.00,5.00,
868,324.8805,-5.00,5.00,331.7662,-5.00,5.00,
869,329.7819,-5.00,5.00,343.0608,-5.00,5.00,
870,337.1910,-5.00,5.00,349.4334,-5.00,5.00,
871,351.2578,-5.00,5.00,354.7578,-5.00,5.00,
872,357.6868,-5.00,5.00,366.7662,-5.00,5.00,
873,364.0158,-5.00,5.00,376.0827,-5.00,5.00,
874,385.4006,-5.00,5.00,387.7799,-5.00,5.00,
875,402.4170,-5.00,5.00,403.6954,-5.00,5.00,
876,423.8934,-5.00,5.00,442.5685,-5.00,5.00,
877,479.3895,-5.00,5.00,470.0003,-5.00,5.00,
878,523.4421,-5.00,5.00,508.0085,-5.00,5.00,
879,596.3610,-5.00,5.00,660.2402,-5.00,5.00,
880,716.5300,-5.00,5.00,799.3372,-5.00,5.00,
881,1044.4940,-5.00,5.00,956.3167,-5.00,5.00,
882,1160.3300,-5.00,5.00,1147.1180,-5.00,5.00,
883,1191.2850,-5.00,5.00,1130.5400,-5.00,5.00,
884,1042.4590,-5.00,5.00,1054.3240,-5.00,5.00,
885,944.0515,-5.00,5.00,965.4984,-5.00,5.00,
886,860.8032,-5.00,5.00,809.9757,-5.00,5.00,
887,730.0627,-5.00,5.00,747.0865,-5.00,5.00,
888,677.6404,-5.00,5.00,692.2711,-5.00,5.00,
889,632.1544,-5.00,5.00,611.7150,-5.00,5.00,
890,596.3013,-5.00,5.00,585.6101,-5.00,5.00,
891,556.1609,-5.00,5.00,566.3741,-5.00,5.00,
892,551.1956,-5.00,5.00,552.8969,-5.00,5.00,
893,556.9409,-5.00,5.00,561.1597,-5.00,5.00,
894,589.4632,-5.00,5.00,579.2739,-5.00,5.00,
895,601.0797,-5.00,5.00,597.1750,-5.00,5.00,
896,600.7658,-5.00,5.00,596.8149,-5.00,5.00,
897,559.2656,-5.00,5.00,573.0806,-5.00,5.00,
898,532.1760,-5.00,5.00,544.5920,-5.00,5.00,
899,506.3666,-5.00,5.00,495.1874,-5.00,5.00,
900,484.4244,-5.00,5.00,479.9379,-5.00,5.00,
901,463.3865,-5.00,5.00,471.0662,-5.00,5.00,
902,475.9954,-5.00,5.00,500.0172,-5.00,5.00,
903,513.0479,-5.00,5.00,544.8068,-5.00,5.00,
904,605.8970,-5.00,5.00,589.7605,-5.00,5.00,
905,622.2495,-5.00,5.00,617.4016,-5.00,5.00,
906,600.8405,-5.00,5.00,580.1691,-5.00,5.00,
907,507.5638,-5.00,5.00,533.0254,-5.00,5.00,
908,468.8706,-5.00,5.00,493.0600,-5.00,5.00,
909,442.6434,-5.00,5.00,439.8984,-5.00,5.00,
910,423.3227,-5.00,5.00,423.9983,-5.00,5.00,
911,401.5717,-5.00,5.00,412.9837,-5.00,5.00,
912,400.4093,-5.00,5.00,416.8496,-5.00,5.00,
913,411.0091,-5.00,5.00,437.1580,-5.00,5.00,
914,486.8142,-5.00,5.00,474.4388,-5.00,5.00,
915,543.7584,-5.00,5.00,528.6106,-5.00,5.00,
916,590.2408,-5.00,5.00,612.5895,-5.00,5.00,
917,598.1500,-5.00,5.00,614.2036,-5.00,5.00,
918,560.3005,-5.00,5.00,584.8900,-5.00,5.00,
919,512.9277,-5.00,5.00,496.4487,-5.00,5.00,
920,432.8430,-5.00,5.00,458.2327,-5.00,5.00,
921,402.1151,-5.00,5.00,424.4544,-5.00,5.00,
922,375.2442,-5.00,5.00,368.2761,-5.00,5.00,
923,349.9727,-5.00,5.00,345.4740,-5.00,5.00,
924,307.6727,-5.00,5.00,325.3765,-5.00,5.00,
925,290.9935,-5.00,5.00,292.5349,-5.00,5.00,
926,276.8132,-5.00,5.00,279.9943,-5.00,5.00,
927,253.9032,-5.00,5.00,267.6854,-5.00,5.00,
928,243.6911,-5.00,5.00,255.8609,-5.00,5.00,
929,233.6342,-5.00,5.00,234.9720,-5.00,5.00,
930,214.8952,-5.00,5.00,226.0862,-5.00,5.00,
931,205.9236,-5.00,5.00,217.4499,-5.00,5.00,
932,197.3512,-5.00,5.00,199.9303,-5.00,5.00,
933,178.4335,-5.00,5.00,189.7703,-5.00,5.00,
934,167.3389,-5.00,5.00,177.7611,-5.00,5.00,
935,154.7731,-5.00,5.00,152.2311,-5.00,5.00,
936,142.3887,-5.00,5.00,139.8173,-5.00,5.00,
937,119.5662,-5.00,5.00,128.1815,-5.00,5.00,
938,109.7163,-5.00,5.00,108.3737,-5.00,5.00,
939,101.3350,-5.00,5.00,99.8140,-5.00,5.00,
940,87.4012,-5.00,5.00,92.9955,-5.00,5.00,
941,82.5018,-5.00,5.00,86.8755,-5.00,5.00,
942,78.8281,-5.00,5.00,79.9673,-5.00,5.00,
943,75.7979,-5.00,5.00,78.3249,-5.00,5.00,
944,75.4658,-5.00,5.00,78.2178,-5.00,5.00,
945,76.3089,-5.00,5.00,80.2938,-5.00,5.00,
946,80.2230,-5.00,5.00,81.9874,-5.00,5.00,
947,82.4967,-5.00,5.00,84.5027,-5.00,5.00,
948,84.9643,-5.00,5.00,90.0501,-5.00,5.00,
949,87.5238,-5.00,5.00,93.7818,-5.00,5.00,
950,93.7964,-5.00,5.00,97.4438,-5.00,5.00,
951,97.2540,-5.00,5.00,104.5384,-5.00,5.00,
952,99.6521,-5.00,5.00,106.3547,-5.00,5.00,
953,103.4358,-5.00,5.00,108.0998,-5.00,5.00,
954,104.4300,-5.00,5.00,110.2251,-5.00,5.00,
955,105.0418,-5.00,5.00,111.5945,-5.00,5.00,
956,106.5559,-5.00,5.00,112.3299,-5.00,5.00,
957,107.9374,-5.00,5.00,113.6992,-5.00,5.00,
958,109.0690,-5.00,5.00,116.0014,-5.00,5.00,
959,111.8876,-5.00,5.00,116.8582,-5.00,5.00,
960,112.9374,-5.00,5.00,117.9990,-5.00,5.00,
961,113.9565,-5.00,5.00,120.5236,-5.00,5.00,
962,116.8864,-5.00,5.00,122.5157,-5.00,5.00,
963,118.5371,-5.00,5.00,123.6003,-5.00,5.00,
964,120.2590,-5.00,5.00,127.6444,-5.00,5.00,
965,122.6836,-5.00,5.00,129.9244,-5.00,5.00,
966,127.2059,-5.00,5.00,131.8547,-5.00,5.00,
967,129.9401,-5.00,5.00,137.3609,-5.00,5.00,
968,133.1015,-5.00,5.00,141.0581,-5.00,5.00,
969,139.7278,-5.00,5.00,144.7190,-5.00,5.00,
970,143.9503,-5.00,5.00,148.5261,-5.00,5.00,
971,148.3194,-5.00,5.00,156.5679,-5.00,5.00,
972,156.1859,-5.00,5.00,160.5545,-5.00,5.00,
973,160.6759,-5.00,5.00,164.9348,-5.00,5.00,
974,166.1048,-5.00,5.00,175.9618,-5.00,5.00,
975,181.3530,-5.00,5.00,184.9918,-5.00,5.00,
976,193.4327,-5.00,5.00,195.7798,-5.00,5.00,
977,209.8356,-5.00,5.00,228.5654,-5.00,5.00,
978,254.4485,-5.00,5.00,251.7416,-5.00,5.00,
979,271.3070,-5.00,5.00,272.4229,-5.00,5.00,
980,276.7931,-5.00,5.00,277.8457,-5.00,5.00,
981,245.4845,-5.00,5.00,258.8339,-5.00,5.00,
982,221.3051,-5.00,5.00,233.7554,-5.00,5.00,
983,200.6645,-5.00,5.00,194.4652,-5.00,5.00,
984,185.6657,-5.00,5.00,182.3040,-5.00,5.00,
985,168.3301,-5.00,5.00,174.9256,-5.00,5.00,
986,164.2129,-5.00,5.00,168.2472,-5.00,5.00,
987,163.7070,-5.00,5.00,169.1320,-5.00,5.00,
988,170.9240,-5.00,5.00,172.9593,-5.00,5.00,
989,179.8934,-5.00,5.00,191.0885,-5.00,5.00,
990,193.0769,-5.00,5.00,207.5319,-5.00,5.00,
991,227.1620,-5.00,5.00,224.8844,-5.00,5.00,
992,239.4063,-5.00,5.00,238.8635,-5.00,5.00,
993,242.9434,-5.00,5.00,243.3397,-5.00,5.00,
994,223.2197,-5.00,5.00,231.4231,-5.00,5.00,
995,208.2505,-5.00,5.00,216.6871,-5.00,5.00,
996,193.4022,-5.00,5.00,188.3813,-5.00,5.00,
997,168.0874,-5.00,5.00,176.4622,-5.00,5.00,
998,157.6389,-5.00,5.00,165.3647,-5.00,5.00,
999,148.1167,-5.00,5.00,146.8150,-5.00,5.00,
1000,132.3074,-5.00,5.00,138.9766,-5.00,5.00,
1001,125.8768,-5.00,5.00,132.2346,-5.00,5.00,
1002,120.3914,-5.00,5.00,120.7264,-5.00,5.00,
1003,111.6021,-5.00,5.00,116.2954,-5.00,5.00,
1004,108.0852,-5.00,5.00,112.0611,-5.00,5.00,
1005,104.0986,-5.00,5.00,105.2588,-5.00,5.00,
1006,100.9321,-5.00,5.00,101.8440,-5.00,5.00,
1007,94.7464,-5.00,5.00,98.7026,-5.00,5.00,
1008,92.2998,-5.00,5.00,93.5265,-5.00,5.00,
1009,90.3946,-5.00,5.00,91.7192,-5.00,5.00,
1010,87.4574,-5.00,5.00,90.3308,-5.00,5.00,
1011,86.3386,-5.00,5.00,87.7533,-5.00,5.00,
1012,84.7293,-5.00,5.00,85.8039,-5.00,5.00,
1013,81.0916,-5.00,5.00,83.9210,-5.00,5.00,
1014,79.0887,-5.00,5.00,82.2680,-5.00,5.00,
1015,76.6922,-5.00,5.00,77.7180,-5.00,5.00,
1016,73.0895,-5.00,5.00,75.6169,-5.00,5.00,
1017,71.3058,-5.00,5.00,73.7557,-5.00,5.00,
1018,69.6387,-5.00,5.00,70.4979,-5.00,5.00,
1019,66.1019,-5.00,5.00,68.5253,-5.00,5.00,
1020,64.2850,-5.00,5.00,66.7771,-5.00,5.00,
1021,62.7393,-5.00,5.00,63.7348,-5.00,5.00,
1022,59.5663,-5.00,5.00,61.9465,-5.00,5.00,
1023,58.2254,-5.00,5.00,60.4028,-5.00,5.00,
1024,56.9358,-5.00,5.00,57.7744,-5.00,5.00,
1025,54.9246,-5.00,5.00,56.6993,-5.00,5.00,
1026,53.9012,-5.00,5.00,55.7413,-5.00,5.00,
1027,52.9289,-5.00,5.00,53.7796,-5.00,5.00,
1028,50.5801,-5.00,5.00,52.4042,-5.00,5.00,
1029,49.4748,-5.00,5.00,51.0645,-5.00,5.00,
1030,48.4105,-5.00,5.00,49.2157,-5.00,5.00,
1031,46.7782,-5.00,5.00,48.3551,-5.00,5.00,
1032,46.1488,-5.00,5.00,47.4589,-5.00,5.00,
1033,45.4018,-5.00,5.00,45.9365,-5.00,5.00,
1034,43.8617,-5.00,5.00,45.1118,-5.00,5.00,
1035,43.1556,-5.00,5.00,44.2973,-5.00,5.00,
1036,42.2040,-5.00,5.00,42.5356,-5.00,5.00,
1037,40.7528,-5.00,5.00,41.7516,-5.00,5.00,
1038,40.1040,-5.00,5.00,40.9727,-5.00,5.00,
1039,39.5777,-5.00,5.00,39.7053,-5.00,5.00,
1040,38.3412,-5.00,5.00,38.9775,-5.00,5.00,
1041,37.8558,-5.00,5.00,38.3872,-5.00,5.00,
1042,37.1813,-5.00,5.00,37.3236,-5.00,5.00,
1043,36.2308,-5.00,5.00,36.4942,-5.00,5.00,
1044,35.6278,-5.00,5.00,36.1533,-5.00,5.00,
1045,35.0911,-5.00,5.00,34.9374,-5.00,5.00,
1046,34.1303,-5.00,5.00,34.2659,-5.00,5.00,
1047,33.7930,-5.00,5.00,33.9098,-5.00,5.00,
1048,33.2665,-5.00,5.00,32.9638,-5.00,5.00,
1049,32.6736,-5.00,5.00,32.6026,-5.00,5.00,
1050,32.2952,-5.00,5.00,32.3789,-5.00,5.00,
1051,31.6702,-5.00,5.00,31.5041,-5.00,5.00,
1052,31.0451,-5.00,5.00,30.9244,-5.00,5.00,
1053,30.4508,-5.00,5.00,30.6040,-5.00,5.00,
1054,29.9897,-5.00,5.00,29.6023,-5.00,5.00,
1055,29.3903,-5.00,5.00,29.2414,-5.00,5.00,
1056,28.9908,-5.00,5.00,28.7838,-5.00,5.00,
1057,28.6629,-5.00,5.00,28.0975,-5.00,5.00,
1058,28.0380,-5.00,5.00,27.8433,-5.00,5.00,
1059,27.6948,-5.00,5.00,27.5535,-5.00,5.00,
1060,27.3978,-5.00,5.00,26.7860,-5.00,5.00,
1061,26.6807,-5.00,5.00,26.4759,-5.00,5.00,
1062,26.4810,-5.00,5.00,26.1963,-5.00,5.00,
1063,26.2095,-5.00,5.00,25.7389,-5.00,5.00,
1064,25.8152,-5.00,5.00,25.5305,-5.00,5.00,
1065,25.5950,-5.00,5.00,25.2510,-5.00,5.00,
1066,25.4158,-5.00,5.00,24.7580,-5.00,5.00,
1067,24.9088,-5.00,5.00,24.5700,-5.00,5.00,
1068,24.5965,-5.00,5.00,24.3413,-5.00,5.00,
1069,24.4172,-5.00,5.00,23.8992,-5.00,5.00,
1070,24.0844,-5.00,5.00,23.8586,-5.00,5.00,
1071,23.9718,-5.00,5.00,23.6655,-5.00,5.00,
1072,23.9359,-5.00,5.00,23.3403,-5.00,5.00,
1073,23.5471,-5.00,5.00,23.1879,-5.00,5.00,
1074,23.4089,-5.00,5.00,23.0101,-5.00,5.00,
1075,23.3526,-5.00,5.00,22.9847,-5.00,5.00,
1076,22.9740,-5.00,5.00,22.4975,-5.00,5.00,
1077,22.8871,-5.00,5.00,22.4163,-5.00,5.00,
1078,22.8052,-5.00,5.00,22.3402,-5.00,5.00,
1079,22.5494,-5.00,5.00,22.2184,-5.00,5.00,
1080,22.5750,-5.00,5.00,22.0864,-5.00,5.00,
1081,22.4880,-5.00,5.00,22.0915,-5.00,5.00,
1082,22.3704,-5.00,5.00,21.9951,-5.00,5.00,
1083,22.3141,-5.00,5.00,21.7768,-5.00,5.00,
1084,22.0685,-5.00,5.00,21.5332,-5.00,5.00,
1085,21.8588,-5.00,5.00,21.3252,-5.00,5.00,
1086,21.4648,-5.00,5.00,21.1374,-5.00,5.00,
1087,21.2500,-5.00,5.00,20.8836,-5.00,5.00,
1088,21.0505,-5.00,5.00,20.5233,-5.00,5.00,
1089,20.8458,-5.00,5.00,20.4066,-5.00,5.00,
1090,20.6821,-5.00,5.00,20.2645,-5.00,5.00,
1091,20.5849,-5.00,5.00,19.9955,-5.00,5.00,
1092,20.3087,-5.00,5.00,19.8483,-5.00,5.00,
1093,20.0734,-5.00,5.00,19.6961,-5.00,5.00,
1094,20.0529,-5.00,5.00,19.4423,-5.00,5.00,
1095,19.7971,-5.00,5.00,19.2444,-5.00,5.00,
1096,19.6743,-5.00,5.00,19.1632,-5.00,5.00,
1097,19.5158,-5.00,5.00,18.9145,-5.00,5.00,
1098,19.2651,-5.00,5.00,18.7623,-5.00,5.00,
1099,19.1935,-5.00,5.00,18.7014,-5.00,5.00,
1100,19.0195,-5.00,5.00,18.5238,-5.00,5.00,
